0.1887363417057089,0.21583113833733952,0.15981229105027228,0.8801816645675177;-0.1921852082014084
0.09957976715930389,0.39137259843094185,0.8641678319288099,0.4796658583748612;-0.19051869213581085
0.2355913255780953,0.7613056513163743,0.613795920881343,0.4443136238664448;-0.23621441423892975
0.7505610903214168,0.6041230963834783,0.6598775351629504,0.520841191734985;-0.182800754904747
0.8486448279573562,0.9999379310338723,0.37692431903309187,0.6495981888760858;-0.32491374015808105
0.3094160341097094,0.9951728187875649,0.5141378765883624,0.9809797880157289;-0.31210461258888245
0.3203550802749982,0.5017896093949972,0.8319077568377522,0.9279616758434188;-0.16556885838508606
0.6612343141782728,0.9999928155976494,0.7478190878912412,0.012976606769433654;-0.1899968534708023
0.4172239113249917,0.8518863973361922,0.9988282859700723,0.8679199496140368;-0.15764673054218292
0.5198473013081293,0.05141296336761911,0.46777109406237216,0.1768926421711675;-0.15670564770698547
0.6759999795669525,0.9313595961818679,0.9992460895414009,0.9933960998871365;-0.17307163774967194
0.1333209590138406,0.8131709954819024,0.9607335653948427,0.9104430090027253;-0.17308194935321808
0.34986272229282733,0.7587928975800129,0.8081558141691885,0.9634371031111065;-0.17236360907554626
0.1160533995721548,0.13759445664586634,0.7581691322047911,0.47060292350100985;-0.15891233086585999
0.02656133918266997,0.916462747730732,0.7771133685276128,0.21550717607777015;-0.2716743052005768
0.5569089812273306,0.8508267999819588,0.9423929629290267,0.8606456685662227;-0.27036920189857483
0.057884854583360096,0.8509216268981449,0.6303448886147044,0.9997433466491734;-0.1736505776643753
0.7514536127617849,0.14730101755796093,0.45200118443057646,0.5143995007018503;-0.17402203381061554
0.0323100715525588,0.4809641418844268,0.5665844384187135,0.7253909076751763;-0.26409387588500977
0.987539693882983,0.661223806127595,0.42100443077186905,0.5687502703121239;-0.185326486825943
1.0405855885581362e-05,0.23520733302153607,0.95921029231104,0.27137815012609023;-0.1285974681377411
0.42206281535991064,0.8444993651764982,0.7336030981394233,0.8580264749159106;-0.18850673735141754
0.12901705851166592,0.9263865235444642,0.8946648645317239,0.4191180229687047;-0.14071062207221985
0.4008929092091791,0.40126272596549417,0.6422605846093823,0.42136825244501896;-0.18654747307300568
0.41137471939726367,0.03334758705436305,3.099676347228028e-05,0.7403621036255019;-0.19070547819137573
0.04826740055592893,0.3651725313094424,0.7118666523629127,0.3191528651705823;-0.1481684148311615
0.032124690703555905,0.0060816039478956314,0.6920337602205219,0.22828740379351198;-0.13249099254608154
0.06761024298591645,0.23897944240412033,0.6548690627704021,0.6845918116899492;-0.12644179165363312
0.2945919756685975,0.0027665365173566523,0.9978427605232324,0.9860907530892087;-0.1923275887966156
0.7898214070551637,0.7921589926421009,0.7641384355810663,0.37777923398998603;-0.12640009820461273
0.05839426030121296,0.9834998869692785,0.23758783190584243,0.24984116177699411;-0.3164403736591339
0.5544362442246527,0.6879314940853052,0.9842432840545619,0.3755189660098762;-0.18911293148994446
0.26816718269022133,0.27992936591229856,0.8286001517441799,0.7766127409378993;-0.10504689812660217
0.2776046882698543,0.9853141556581819,0.9577141710683698,0.5195554884697278;-0.13368570804595947
0.033284574130425425,0.5088956052166729,0.30422154244887367,0.8610798652007723;-0.20876996219158173
0.8373142803987965,0.9981450674963364,0.8292539005737909,0.7672367778617255;-0.20702365040779114
0.06030325948123494,0.061560142202633145,0.6046704100685617,0.5743719756993779;-0.16873778402805328
